TaskName,ParticipantPublicID,EventIndex,Response,Question,prePost,cond
iOS-Savage questions,MM_16_b,12,52,connection,2,isot
iOS-Savage questions,MM_16_b,6,58,like,2,isot
iOS-Savage questions,MM_16_b,15,37,similarity,2,isot
iOS-Savage questions,MM_16_b,9,54,trust,2,isot
iOS-Savage questions,MM_17_a,3,5,closeness,2,isot
iOS-Savage questions,MM_17_a,15,81,connection,2,isot
iOS-Savage questions,MM_17_a,12,95,like,2,isot
iOS-Savage questions,MM_17_a,6,73,similarity,2,isot
iOS-Savage questions,MM_17_a,9,84,trust,2,isot
iOS-Savage questions,MM_17_b,15,6,closeness,2,isot
iOS-Savage questions,MM_17_b,8,71,connection,2,isot
iOS-Savage questions,MM_17_b,5,83,like,2,isot
iOS-Savage questions,MM_17_b,14,61,similarity,2,isot
iOS-Savage questions,MM_17_b,11,74,trust,2,isot
iOS-Savage questions,MM_18_a,15,3,closeness,2,mus
iOS-Savage questions,MM_18_a,11,41,connection,2,mus
iOS-Savage questions,MM_18_a,14,43,like,2,mus
iOS-Savage questions,MM_18_a,5,55,similarity,2,mus
iOS-Savage questions,MM_18_a,8,56,trust,2,mus
iOS-Savage questions,MM_18_b,6,2,closeness,2,mus
iOS-Savage questions,MM_18_b,5,58,connection,2,mus
iOS-Savage questions,MM_18_b,9,76,like,2,mus
iOS-Savage questions,MM_18_b,15,34,similarity,2,mus
iOS-Savage questions,MM_18_b,12,73,trust,2,mus
iOS-Savage questions,MM_1_a,6,5,closeness,2,silent
iOS-Savage questions,MM_1_a,15,86,connection,2,silent
iOS-Savage questions,MM_1_a,12,44,like,2,silent
iOS-Savage questions,MM_1_a,9,66,similarity,2,silent
iOS-Savage questions,MM_1_a,5,76,trust,2,silent
iOS-Savage questions,MM_1_b,3,6,closeness,2,silent
iOS-Savage questions,MM_1_b,6,85,connection,2,silent
iOS-Savage questions,MM_1_b,12,88,like,2,silent
iOS-Savage questions,MM_1_b,9,87,similarity,2,silent
iOS-Savage questions,MM_1_b,16,87,trust,2,silent
iOS-Savage questions,MM_2_a,9,3,closeness,2,mus
iOS-Savage questions,MM_2_a,5,65,connection,2,mus
iOS-Savage questions,MM_2_a,12,69,like,2,mus
iOS-Savage questions,MM_2_a,15,71,similarity,2,mus
iOS-Savage questions,MM_2_a,8,59,trust,2,mus
iOS-Savage questions,MM_2_b,9,2,closeness,2,mus
iOS-Savage questions,MM_2_b,15,60,connection,2,mus
iOS-Savage questions,MM_2_b,12,53,like,2,mus
iOS-Savage questions,MM_2_b,8,49,similarity,2,mus
iOS-Savage questions,MM_2_b,5,58,trust,2,mus
iOS-Savage questions,MM_3_a,3,4,closeness,2,isot
iOS-Savage questions,MM_3_a,9,64,connection,2,isot
iOS-Savage questions,MM_3_a,12,85,like,2,isot
iOS-Savage questions,MM_3_a,15,61,similarity,2,isot
iOS-Savage questions,MM_3_a,6,76,trust,2,isot
iOS-Savage questions,MM_3_b,12,3,closeness,2,isot
iOS-Savage questions,MM_3_b,8,72,connection,2,isot
iOS-Savage questions,MM_3_b,15,74,like,2,isot
iOS-Savage questions,MM_3_b,11,63,similarity,2,isot
iOS-Savage questions,MM_3_b,5,65,trust,2,isot
iOS-Savage questions,MM_4_a,6,4,closeness,2,mus
iOS-Savage questions,MM_4_a,12,72,connection,2,mus
iOS-Savage questions,MM_4_a,5,75,like,2,mus
iOS-Savage questions,MM_4_a,9,63,similarity,2,mus
iOS-Savage questions,MM_4_a,15,57,trust,2,mus
iOS-Savage questions,MM_4_b,3,5,closeness,2,mus
iOS-Savage questions,MM_4_b,9,89,connection,2,mus
iOS-Savage questions,MM_4_b,12,83,like,2,mus
iOS-Savage questions,MM_4_b,15,68,similarity,2,mus
iOS-Savage questions,MM_4_b,6,89,trust,2,mus
iOS-Savage questions,MM_5_a,3,3,closeness,2,isot
iOS-Savage questions,MM_5_a,9,44,connection,2,isot
iOS-Savage questions,MM_5_a,12,61,like,2,isot
iOS-Savage questions,MM_5_a,15,46,similarity,2,isot
iOS-Savage questions,MM_5_a,6,67,trust,2,isot
iOS-Savage questions,MM_5_b,8,2,closeness,2,isot
iOS-Savage questions,MM_5_b,17,50,connection,2,isot
iOS-Savage questions,MM_5_b,14,50,like,2,isot
iOS-Savage questions,MM_5_b,11,50,similarity,2,isot
iOS-Savage questions,MM_5_b,7,49,trust,2,isot
iOS-Savage questions,MM_6_a,9,3,closeness,2,isot
iOS-Savage questions,MM_6_a,15,63,connection,2,isot
iOS-Savage questions,MM_6_a,5,62,like,2,isot
iOS-Savage questions,MM_6_a,8,33,similarity,2,isot
iOS-Savage questions,MM_6_a,12,59,trust,2,isot
iOS-Savage questions,MM_6_b,15,6,closeness,2,isot
iOS-Savage questions,MM_6_b,14,80,connection,2,isot
iOS-Savage questions,MM_6_b,8,92,like,2,isot
iOS-Savage questions,MM_6_b,11,63,similarity,2,isot
iOS-Savage questions,MM_6_b,5,92,trust,2,isot
iOS-Savage questions,MM_7_a,9,6,closeness,2,silent
iOS-Savage questions,MM_7_a,5,87,connection,2,silent
iOS-Savage questions,MM_7_a,8,100,like,2,silent
iOS-Savage questions,MM_7_a,15,60,similarity,2,silent
iOS-Savage questions,MM_7_a,12,87,trust,2,silent
iOS-Savage questions,MM_7_b,6,3,closeness,2,silent
iOS-Savage questions,MM_7_b,9,45,connection,2,silent
iOS-Savage questions,MM_7_b,5,66,like,2,silent
iOS-Savage questions,MM_7_b,12,59,similarity,2,silent
iOS-Savage questions,MM_7_b,15,61,trust,2,silent
iOS-Savage questions,MM_8_a,15,2,closeness,2,isot
iOS-Savage questions,MM_8_a,8,9,connection,2,isot
iOS-Savage questions,MM_8_a,5,10,like,2,isot
iOS-Savage questions,MM_8_a,11,8,similarity,2,isot
iOS-Savage questions,MM_8_a,14,1,trust,2,isot
iOS-Savage questions,MM_8_b,12,6,closeness,2,isot
iOS-Savage questions,MM_8_b,8,100,connection,2,isot
iOS-Savage questions,MM_8_b,5,100,like,2,isot
iOS-Savage questions,MM_8_b,15,93,similarity,2,isot
iOS-Savage questions,MM_8_b,11,100,trust,2,isot
iOS-Savage questions,MM_9_a,12,2,closeness,2,silent
iOS-Savage questions,MM_9_a,8,65,connection,2,silent
iOS-Savage questions,MM_9_a,15,61,like,2,silent
iOS-Savage questions,MM_9_a,5,60,similarity,2,silent
iOS-Savage questions,MM_9_a,11,60,trust,2,silent
iOS-Savage questions,MM_9_b,12,4,closeness,2,silent
iOS-Savage questions,MM_9_b,8,39,connection,2,silent
iOS-Savage questions,MM_9_b,5,50,like,2,silent
iOS-Savage questions,MM_9_b,15,60,similarity,2,silent
iOS-Savage questions,MM_9_b,11,35,trust,2,silent
